x,y,x_scaled,y_scaled
1385.520000,448.960000,1321.664452,65.917628
1386.440000,448.040000,1322.394655,64.698365
1382.760000,444.360000,1318.087260,61.391276
1383.680000,442.520000,1318.644140,59.148996
1384.600000,446.200000,1320.240957,63.044821
1384.600000,444.360000,1319.894312,60.998786
1384.600000,443.440000,1319.720989,59.975769
1388.280000,444.360000,1323.508416,60.213807
1386.440000,446.200000,1322.048009,62.652331
1385.520000,448.040000,1321.491129,64.894610
1384.600000,451.720000,1321.280895,69.182924
1387.360000,450.800000,1323.818150,67.571172
1387.360000,453.560000,1324.338118,70.640224
1383.680000,453.560000,1320.724014,71.425204
1383.680000,451.720000,1320.377369,69.379169
1385.520000,449.880000,1321.837775,66.940645
1383.680000,448.960000,1319.857400,66.310117
1385.520000,445.280000,1320.971161,61.825558
1382.760000,447.120000,1318.607228,64.460327
1384.600000,443.440000,1319.720989,59.975769
1384.600000,446.200000,1320.240957,63.044821
1383.680000,447.120000,1319.510754,64.264083
1382.760000,448.960000,1318.953874,66.506362
1382.760000,449.880000,1319.127197,67.529379
1383.680000,452.640000,1320.550692,70.402186
1384.600000,449.880000,1320.934249,67.136890
1384.600000,449.880000,1320.934249,67.136890
1386.440000,445.280000,1321.874686,61.629314
1369.880000,405.720000,1298.158335,21.171977
1384.600000,443.440000,1319.720989,59.975769
1386.440000,445.280000,1321.874686,61.629314
1387.360000,447.120000,1323.124858,63.479103
1384.600000,451.720000,1321.280895,69.182924
1386.440000,450.800000,1322.914624,67.767417
1387.360000,452.640000,1324.164795,69.617207
1386.440000,452.640000,1323.261270,69.813452
1384.600000,448.960000,1320.760926,66.113872
1386.440000,448.040000,1322.394655,64.698365
1385.520000,447.120000,1321.317806,63.871593
1385.520000,445.280000,1320.971161,61.825558
1383.680000,444.360000,1318.990786,61.195031
1384.600000,443.440000,1319.720989,59.975769
1383.680000,438.840000,1317.950848,55.056927
1385.520000,450.800000,1322.011098,67.963662
1384.600000,450.800000,1321.107572,68.159907
1386.440000,448.960000,1322.567978,65.721383
1384.600000,450.800000,1321.107572,68.159907
1387.360000,444.360000,1322.604890,60.410051
1383.680000,443.440000,1318.817463,60.172014
1385.520000,445.280000,1320.971161,61.825558
1383.680000,445.280000,1319.164109,62.218048
1386.440000,444.360000,1321.701364,60.606296
1385.520000,448.040000,1321.491129,64.894610
1386.440000,448.960000,1322.567978,65.721383
1384.600000,452.640000,1321.454218,70.205941
1385.520000,450.800000,1322.011098,67.963662
1385.520000,451.720000,1322.184421,68.986679
1384.600000,452.640000,1321.454218,70.205941
1385.520000,451.720000,1322.184421,68.986679
1385.520000,451.720000,1322.184421,68.986679
1384.600000,450.800000,1321.107572,68.159907
1384.600000,450.800000,1321.107572,68.159907
1384.600000,450.800000,1321.107572,68.159907
1384.600000,450.800000,1321.107572,68.159907
1384.600000,450.800000,1321.107572,68.159907
1384.600000,450.800000,1321.107572,68.159907
1383.680000,443.440000,1318.817463,60.172014
1383.680000,443.440000,1318.817463,60.172014
1383.680000,443.440000,1318.817463,60.172014
1383.680000,443.440000,1318.817463,60.172014
1383.680000,443.440000,1318.817463,60.172014
1383.680000,443.440000,1318.817463,60.172014
1383.680000,443.440000,1318.817463,60.172014
1383.680000,443.440000,1318.817463,60.172014
1383.680000,449.880000,1320.030723,67.333134
1385.520000,449.880000,1321.837775,66.940645
1385.520000,449.880000,1321.837775,66.940645
1383.680000,451.720000,1320.377369,69.379169
1386.440000,447.120000,1322.221332,63.675348
1384.600000,446.200000,1320.240957,63.044821
1384.600000,443.440000,1319.720989,59.975769
1384.600000,443.440000,1319.720989,59.975769
1384.600000,442.520000,1319.547666,58.952751
1384.600000,444.360000,1319.894312,60.998786
1386.440000,442.520000,1321.354718,58.560262
1381.840000,445.280000,1317.357057,62.610538
1384.600000,443.440000,1319.720989,59.975769
1382.760000,444.360000,1318.087260,61.391276
1383.680000,446.200000,1319.337431,63.241065
1382.760000,444.360000,1318.087260,61.391276
1385.520000,443.440000,1320.624515,59.779524
1386.440000,445.280000,1321.874686,61.629314
1385.520000,443.440000,1320.624515,59.779524
1387.360000,443.440000,1322.431567,59.387034
1386.440000,445.280000,1321.874686,61.629314
1384.600000,447.120000,1320.414280,64.067838
1386.440000,446.200000,1322.048009,62.652331
1385.520000,447.120000,1321.317806,63.871593
1387.360000,449.880000,1323.644827,66.548155
1384.600000,450.800000,1321.107572,68.159907
1385.520000,448.960000,1321.664452,65.917628
1386.440000,451.720000,1323.087947,68.790435
1389.200000,452.640000,1325.971847,69.224717
1383.680000,451.720000,1320.377369,69.379169
1387.360000,434.240000,1320.698338,49.156861
1385.520000,452.640000,1322.357744,70.009697
1386.440000,452.640000,1323.261270,69.813452
1383.680000,452.640000,1320.550692,70.402186
1387.360000,450.800000,1323.818150,67.571172
1384.600000,451.720000,1321.280895,69.182924
1384.600000,448.040000,1320.587603,65.090855
1384.600000,448.960000,1320.760926,66.113872
1385.520000,446.200000,1321.144483,62.848576
1385.520000,446.200000,1321.144483,62.848576
1386.440000,443.440000,1321.528041,59.583279
1385.520000,446.200000,1321.144483,62.848576
1384.600000,444.360000,1319.894312,60.998786
1384.600000,445.280000,1320.067635,62.021803
1382.760000,445.280000,1318.260583,62.414293
1382.760000,443.440000,1317.913937,60.368258
1382.760000,443.440000,1317.913937,60.368258
1383.680000,445.280000,1319.164109,62.218048
1383.680000,443.440000,1318.817463,60.172014
1383.680000,444.360000,1318.990786,61.195031
1385.520000,444.360000,1320.797838,60.802541
1382.760000,446.200000,1318.433905,63.437310
1383.680000,445.280000,1319.164109,62.218048
1382.760000,448.040000,1318.780551,65.483345
1383.680000,448.960000,1319.857400,66.310117
1381.840000,449.880000,1318.223671,67.725624
1387.360000,448.040000,1323.298181,64.502121
1385.520000,449.880000,1321.837775,66.940645
1385.520000,449.880000,1321.837775,66.940645
1384.600000,448.960000,1320.760926,66.113872
1382.760000,447.120000,1318.607228,64.460327
1383.680000,447.120000,1319.510754,64.264083
1370.800000,414.920000,1300.795090,31.205905
1383.680000,443.440000,1318.817463,60.172014
1385.520000,441.600000,1320.277869,57.733489
1382.760000,444.360000,1318.087260,61.391276
1383.680000,445.280000,1319.164109,62.218048
1382.760000,445.280000,1318.260583,62.414293
1384.600000,444.360000,1319.894312,60.998786
1386.440000,445.280000,1321.874686,61.629314
1387.360000,445.280000,1322.778212,61.433069
1384.600000,448.040000,1320.587603,65.090855
1386.440000,448.040000,1322.394655,64.698365
1382.760000,450.800000,1319.300520,68.552397
1385.520000,451.720000,1322.184421,68.986679
1387.360000,450.800000,1323.818150,67.571172
1388.280000,450.800000,1324.721676,67.374928
1385.520000,451.720000,1322.184421,68.986679
1388.280000,448.960000,1324.375030,65.328893
1386.440000,451.720000,1323.087947,68.790435
1386.440000,451.720000,1323.087947,68.790435
1385.520000,452.640000,1322.357744,70.009697
1385.520000,452.640000,1322.357744,70.009697
1382.760000,453.560000,1319.820489,71.621448
1383.680000,451.720000,1320.377369,69.379169
1385.520000,450.800000,1322.011098,67.963662
1385.520000,448.960000,1321.664452,65.917628
1384.600000,447.120000,1320.414280,64.067838
1384.600000,444.360000,1319.894312,60.998786
1380.920000,445.280000,1316.453531,62.806783
1383.680000,445.280000,1319.164109,62.218048
1382.760000,446.200000,1318.433905,63.437310
1383.680000,444.360000,1318.990786,61.195031
1386.440000,446.200000,1322.048009,62.652331
1385.520000,446.200000,1321.144483,62.848576
1385.520000,446.200000,1321.144483,62.848576
1384.600000,448.960000,1320.760926,66.113872
1384.600000,448.960000,1320.760926,66.113872
1384.600000,448.960000,1320.760926,66.113872
1384.600000,448.960000,1320.760926,66.113872
1384.600000,448.960000,1320.760926,66.113872
1384.600000,448.960000,1320.760926,66.113872
1384.600000,448.960000,1320.760926,66.113872
1384.600000,448.960000,1320.760926,66.113872
1384.600000,448.960000,1320.760926,66.113872
1384.600000,448.960000,1320.760926,66.113872
1384.600000,448.960000,1320.760926,66.113872
1384.600000,448.960000,1320.760926,66.113872
1384.600000,443.440000,1319.720989,59.975769
1386.440000,445.280000,1321.874686,61.629314
1385.520000,448.040000,1321.491129,64.894610
1385.520000,450.800000,1322.011098,67.963662
1385.520000,452.640000,1322.357744,70.009697
1387.360000,450.800000,1323.818150,67.571172
1387.360000,451.720000,1323.991473,68.594190
1385.520000,451.720000,1322.184421,68.986679
1384.600000,450.800000,1321.107572,68.159907
1385.520000,448.040000,1321.491129,64.894610
1381.840000,467.360000,1321.516806,87.162952
1394.720000,448.960000,1330.699712,63.955179
1395.640000,457.240000,1333.163144,72.966090
1407.600000,435.160000,1340.749232,45.862492
1412.200000,425.960000,1343.533633,34.651095
1405.760000,437.000000,1339.288826,48.301017
1413.120000,425.040000,1344.263836,33.431833
1415.880000,406.640000,1343.507957,12.382753
1422.320000,400.200000,1348.619378,3.847918
1419.560000,400.200000,1345.908800,4.436653
1416.800000,395.600000,1342.331608,-0.089699
1346.880000,366.160000,1268.117302,-17.911645
1404.840000,366.160000,1325.039438,-30.275069
1431.520000,379.040000,1353.668212,-21.643927
1441.640000,364.320000,1360.833831,-40.170897
1452.680000,356.040000,1370.116237,-51.732990
1461.880000,347.760000,1377.591591,-62.902594
1467.400000,341.320000,1381.799487,-71.241184
1470.160000,355.120000,1387.109908,-56.484659
1483.960000,333.960000,1396.676371,-82.957729
1487.640000,333.040000,1400.117152,-84.765726
1501.440000,322.000000,1411.590167,-99.985606
1506.960000,331.200000,1418.744552,-90.932902
1518.000000,319.240000,1427.333666,-106.587064
1521.680000,320.160000,1431.121093,-106.349027
1529.040000,327.520000,1439.735883,-99.734847
1544.680000,320.160000,1453.709242,-111.255147
1554.800000,313.720000,1462.434767,-120.574961
1560.320000,312.800000,1467.682600,-122.775448
1572.280000,311.880000,1479.255115,-126.349648
1571.360000,332.120000,1482.164692,-103.647023
1584.240000,322.000000,1492.907504,-117.647640
1593.440000,318.320000,1501.249473,-123.702158
1598.960000,324.760000,1507.883889,-117.718506
1615.520000,323.840000,1523.974033,-122.273930
1625.640000,314.640000,1532.179590,-134.662796
1624.720000,335.800000,1535.262490,-110.937154
1633.920000,336.720000,1544.471073,-111.876585
1649.560000,318.320000,1556.364557,-135.673092
1656.000000,319.240000,1562.862561,-136.023789
1656.000000,347.760000,1568.235571,-104.310253
1674.400000,331.200000,1583.186278,-126.649461
1676.240000,354.200000,1589.326402,-101.466519
1682.680000,357.880000,1596.344375,-98.748163
1696.480000,348.680000,1608.164036,-111.922009
1708.440000,343.160000,1618.869937,-120.611295
1701.080000,366.160000,1615.974801,-93.465904
1714.880000,354.200000,1627.274493,-109.708801
1722.240000,366.160000,1636.755898,-97.979535
1724.080000,375.360000,1640.296179,-88.141852
1724.080000,381.800000,1641.509439,-80.980731
1727.760000,397.440000,1648.070032,-64.374417
1732.360000,392.840000,1651.721047,-70.470727
1743.400000,412.160000,1666.203139,-51.342302
1751.680000,411.240000,1674.161550,-54.131523
1757.200000,417.680000,1680.795966,-48.147871
1748.000000,442.520000,1676.440424,-18.563956
1756.280000,449.880000,1685.958741,-12.146022
1769.160000,434.240000,1695.661616,-32.284743
1761.800000,460.000000,1693.286449,-2.070301
1762.720000,473.800000,1696.789818,13.078714
1771.920000,465.520000,1704.265172,1.909110
1770.080000,480.240000,1705.231286,18.669876
1774.680000,485.760000,1710.788853,23.826756
1771.000000,506.000000,1710.987852,47.118115
1780.200000,495.880000,1718.116560,33.902477
1763.640000,529.000000,1708.092716,74.263506
1770.080000,529.920000,1714.590721,73.912809
1773.760000,531.760000,1718.551471,75.173865
1764.560000,555.680000,1714.022606,103.734762
1757.200000,569.480000,1709.394241,120.649980
1772.840000,554.760000,1721.981017,100.945541
1759.960000,563.960000,1711.064882,113.923142
1757.200000,586.960000,1712.687376,140.087308
1755.360000,586.960000,1710.880324,140.479798
1745.240000,604.440000,1704.234673,162.075819
1740.640000,614.560000,1701.623595,174.310234
1741.560000,603.520000,1700.447246,161.837781
1727.760000,613.640000,1688.800908,176.034644
1727.760000,613.640000,1688.800908,176.034644
1723.160000,618.240000,1685.149893,182.130955
1710.280000,639.400000,1676.486956,208.407780
1710.280000,639.400000,1676.486956,208.407780
1702.920000,625.600000,1666.658905,194.632479
1702.920000,625.600000,1666.658905,194.632479
1702.920000,625.600000,1666.658905,194.632479
1702.920000,625.600000,1666.658905,194.632479
1702.920000,625.600000,1666.658905,194.632479
1702.920000,625.600000,1666.658905,194.632479
1702.920000,625.600000,1666.658905,194.632479
1702.920000,625.600000,1666.658905,194.632479
1702.920000,625.600000,1666.658905,194.632479
1702.920000,625.600000,1666.658905,194.632479
1702.920000,625.600000,1666.658905,194.632479
1702.920000,678.040000,1676.538309,252.944464
1621.960000,678.040000,1597.028023,270.214009
1621.960000,678.040000,1597.028023,270.214009
1598.960000,697.360000,1578.079655,296.603493
1603.560000,674.360000,1578.264212,270.046837
1588.840000,671.600000,1563.287828,270.117702
1573.200000,690.920000,1551.567667,294.937227
1564.920000,688.160000,1542.915965,293.634379
1552.960000,684.480000,1530.476836,292.093492
1546.520000,680.800000,1523.458862,289.375137
1540.080000,675.280000,1516.094243,284.610747
1532.720000,663.320000,1506.612838,272.881481
1518.000000,674.360000,1494.236297,288.297606
1505.120000,677.120000,1482.106902,294.114085
1506.960000,658.720000,1480.447497,273.261250
1489.480000,656.880000,1462.933857,274.943867
1475.680000,662.400000,1450.420905,284.025643
1483.960000,640.320000,1454.392890,257.707025
1467.400000,633.880000,1436.916162,254.078311
1467.400000,633.880000,1436.916162,254.078311
1457.280000,618.240000,1424.030887,238.845710
1435.200000,616.400000,1401.999618,241.509552
1412.200000,606.280000,1377.504917,235.162482
1380.920000,579.600000,1341.758671,212.167305
1304.560000,559.360000,1262.952912,205.949246
1324.800000,579.600000,1286.643587,224.138240
1417.720000,578.680000,1377.726387,203.294495
1416.800000,580.520000,1377.169507,205.536774
1424.160000,564.880000,1381.451226,186.575522
1421.400000,555.680000,1377.007419,176.934084
1412.200000,563.040000,1369.358742,187.080670
1402.080000,557.520000,1358.380019,183.101260
1409.440000,537.280000,1361.795124,159.024921
1405.760000,529.920000,1356.794437,151.625762
1402.080000,519.800000,1351.273781,141.157551
1398.400000,524.400000,1348.526292,147.057617
1399.320000,509.680000,1346.656652,130.493096
1405.760000,479.320000,1347.261678,95.359812
1402.080000,483.920000,1344.514189,101.259877
1403.000000,479.320000,1344.551100,95.948546
1403.920000,461.840000,1342.161492,76.314973
1398.400000,471.040000,1338.473565,87.722615
1403.000000,456.320000,1340.218028,70.373114
1414.040000,433.320000,1346.727268,42.442744
1409.440000,428.720000,1341.343024,38.308882
1414.960000,427.800000,1346.590857,36.108396
1418.640000,418.600000,1348.471732,25.093243
1420.480000,408.480000,1348.372232,13.447564
1419.560000,407.560000,1347.295383,12.620791
1415.880000,401.120000,1342.468019,6.244650
1429.680000,380.880000,1352.207806,-19.205403
1430.600000,384.560000,1353.804623,-15.309579
1440.720000,366.160000,1360.276951,-37.928617
1443.480000,375.360000,1364.720758,-28.287179
1449.000000,371.680000,1369.448622,-33.556717
1462.800000,356.960000,1380.228346,-52.868666
1477.520000,338.560000,1391.218304,-76.468929
1476.600000,338.560000,1390.314778,-76.272684
1481.200000,345.920000,1396.218991,-69.069770
1491.320000,338.560000,1404.771193,-79.412602
1494.080000,334.880000,1406.788480,-84.093405
1506.040000,334.880000,1418.534317,-86.644588
1515.240000,331.200000,1426.876285,-92.699105
1523.520000,315.560000,1432.061530,-111.856603
1531.800000,322.920000,1441.579847,-105.438668
1535.480000,325.680000,1445.713919,-103.154595
1554.800000,295.320000,1458.968310,-141.035307
1557.560000,313.720000,1465.145345,-121.163696
1562.160000,319.240000,1470.702912,-116.006816
1585.160000,298.080000,1489.304635,-144.442335
1591.600000,299.920000,1495.975963,-143.770014
1590.680000,318.320000,1498.538895,-123.113423
1602.640000,320.160000,1510.631378,-123.618572
1610.000000,310.960000,1516.126357,-135.418703
1619.200000,321.080000,1527.068168,-126.127961
1639.440000,310.960000,1545.039188,-141.698538
1644.960000,313.720000,1550.980313,-139.806955
1644.040000,334.880000,1554.063213,-116.081312
1652.320000,341.320000,1563.408207,-110.686395
1668.880000,335.800000,1578.631737,-120.356906
1674.400000,342.240000,1585.266153,-114.373254
1676.240000,357.880000,1590.019694,-97.374449
1693.720000,347.760000,1605.280135,-112.356291
1701.080000,347.760000,1612.508343,-113.926250
1696.480000,365.240000,1611.283848,-93.507697
1706.600000,374.440000,1622.955863,-85.436218
1713.040000,367.080000,1627.893961,-94.994070
1713.040000,367.080000,1627.893961,-94.994070
1728.680000,376.280000,1644.987132,-88.100059
1732.360000,377.200000,1648.774558,-87.862021
1732.360000,377.200000,1648.774558,-87.862021
1735.120000,411.240000,1657.898083,-50.599116
1735.120000,411.240000,1657.898083,-50.599116
1735.120000,411.240000,1657.898083,-50.599116
1735.120000,411.240000,1657.898083,-50.599116
1751.680000,437.920000,1679.187914,-24.464022
1751.680000,437.920000,1679.187914,-24.464022
1751.680000,437.920000,1679.187914,-24.464022
1751.680000,437.920000,1679.187914,-24.464022
1751.680000,437.920000,1679.187914,-24.464022
1751.680000,437.920000,1679.187914,-24.464022
1751.680000,437.920000,1679.187914,-24.464022
1751.680000,437.920000,1679.187914,-24.464022
1751.680000,437.920000,1679.187914,-24.464022
1751.680000,437.920000,1679.187914,-24.464022
1775.600000,507.840000,1715.852128,48.182926
1764.560000,532.680000,1709.689534,78.159330
1770.080000,539.120000,1716.323950,84.142982
1766.400000,543.720000,1713.576460,90.043048
1760.880000,565.800000,1712.315054,115.772932
1763.640000,563.960000,1714.678986,113.138162
1759.960000,563.960000,1711.064882,113.923142
1753.520000,586.040000,1708.899949,139.849270
1755.360000,577.760000,1709.147095,130.249625
1749.840000,589.720000,1705.979137,144.726319
1737.880000,613.640000,1698.739694,173.875951
1725.000000,616.400000,1686.610299,179.692430
1734.200000,607.200000,1693.912330,167.499809
1725.000000,628.360000,1688.863497,192.991655
1722.240000,630.200000,1686.499564,195.626424
1720.400000,625.600000,1683.825898,190.903827
1706.600000,647.680000,1674.432758,218.399914
1698.320000,656.880000,1668.034253,230.396291
1700.160000,632.040000,1665.161587,202.382334
1667.960000,634.800000,1634.058147,212.319955
1667.040000,662.400000,1638.354307,243.206719
1644.960000,657.800000,1615.803069,242.801508
1610.000000,661.480000,1582.162374,254.350881
1600.800000,651.360000,1571.220563,245.060139
1576.880000,647.680000,1547.035596,246.070435
1604.480000,678.040000,1579.861030,273.942661
1636.680000,681.720000,1612.177730,271.166161
1625.640000,692.760000,1603.415293,285.797306
1623.800000,682.640000,1599.701690,274.936606
1611.840000,680.800000,1587.609206,275.441754
1598.960000,696.440000,1577.906332,295.580475
1598.960000,679.880000,1574.786520,277.166164
1589.760000,672.520000,1564.364677,270.944474
1579.640000,673.440000,1554.599214,274.126185
1569.520000,685.400000,1546.913626,289.584103
1559.400000,677.120000,1535.414934,282.535640
1542.840000,691.840000,1521.924633,302.436324
1530.880000,692.760000,1510.352118,306.010524
1537.320000,660.560000,1510.610499,268.831205
1518.920000,671.600000,1494.619854,285.032309
1512.480000,675.280000,1488.988464,290.498092
1508.800000,658.720000,1482.254549,272.868760
1490.400000,669.760000,1466.263904,289.069864
1487.640000,669.760000,1463.553326,289.658599
1486.720000,644.000000,1457.796759,261.210360
1476.600000,636.640000,1446.471390,255.184915
1464.640000,646.760000,1436.632104,268.989287
1452.680000,638.480000,1423.326361,262.333315
1445.320000,621.000000,1412.805018,244.465945
1411.280000,624.680000,1380.067849,255.819073
1394.720000,584.200000,1356.178175,214.338719
1353.320000,586.960000,1316.039475,226.238789
1290.760000,553.840000,1248.360085,202.754815
1405.760000,595.240000,1369.100361,224.259989
1426.920000,573.160000,1385.721709,195.193943
1421.400000,575.920000,1380.820522,199.440464
1426.920000,554.760000,1382.255252,174.733597
1414.040000,552.000000,1369.085920,174.411973
1404.840000,555.680000,1360.743951,180.466491
1397.480000,542.800000,1351.089223,167.714207
1400.240000,534.520000,1352.239895,157.918317
1403.000000,519.800000,1352.177307,140.961306
1392.880000,523.480000,1342.931813,147.212069
1397.480000,512.440000,1345.369568,133.954637
1406.680000,486.680000,1349.551787,103.347705
1395.640000,489.440000,1339.229444,108.771695
1393.800000,483.920000,1336.382455,103.026081
1403.000000,461.840000,1341.257966,76.511218
1403.000000,453.560000,1339.698060,67.304062
1393.800000,462.760000,1332.396029,79.496683
1408.520000,444.360000,1343.385987,55.896420
1416.800000,418.600000,1346.664680,25.485733
1410.360000,425.960000,1341.726581,35.043585
1419.560000,415.840000,1348.855289,21.827947
1420.480000,402.040000,1347.158972,6.286443
1419.560000,405.720000,1346.948738,10.574757
1345.040000,371.680000,1267.350187,-11.381051
1389.200000,385.480000,1313.319277,-5.455544
1414.040000,368.920000,1334.594667,-29.168466
1410.360000,373.520000,1331.847177,-23.268400
1423.240000,379.040000,1345.536478,-19.877724
1440.720000,350.520000,1357.330462,-55.319911
1464.640000,346.840000,1380.128846,-64.514346
1460.040000,357.880000,1377.691091,-51.256914
1475.680000,347.760000,1391.144480,-65.846267
1480.280000,351.440000,1396.355402,-62.735422
1492.240000,342.240000,1406.368011,-75.516777
1492.240000,342.240000,1406.368011,-75.516777
1508.800000,323.840000,1419.165021,-99.509530
1508.800000,323.840000,1419.165021,-99.509530
1508.800000,323.840000,1419.165021,-99.509530
1506.960000,325.680000,1417.704614,-97.071006
1505.120000,323.840000,1415.550917,-98.724550
1505.120000,323.840000,1415.550917,-98.724550
1507.880000,324.760000,1418.434817,-98.290268
1506.960000,325.680000,1417.704614,-97.071006
1506.960000,325.680000,1417.704614,-97.071006
1506.960000,325.680000,1417.704614,-97.071006
1506.960000,322.920000,1417.184646,-100.140057
1506.960000,322.920000,1417.184646,-100.140057
1506.960000,322.920000,1417.184646,-100.140057
1506.960000,296.240000,1412.158282,-129.807559
1499.600000,296.240000,1404.930074,-128.237600
1505.120000,320.160000,1414.857625,-102.816620
1505.120000,321.080000,1415.030948,-101.793602
1506.960000,317.400000,1416.144708,-106.278161
1506.040000,318.320000,1415.414505,-105.058899
1508.800000,317.400000,1417.951760,-106.670651
1505.120000,317.400000,1414.337656,-105.885671
1505.120000,315.560000,1413.991011,-107.931706
1504.200000,317.400000,1413.434131,-105.689427
1505.120000,314.640000,1413.817688,-108.954723
1506.040000,316.480000,1415.067860,-107.104934
1505.120000,313.720000,1413.644365,-109.977741
1504.200000,316.480000,1413.260808,-106.712444
1505.120000,315.560000,1413.991011,-107.931706
1504.200000,316.480000,1413.260808,-106.712444
1504.200000,315.560000,1413.087485,-107.735461
1504.200000,318.320000,1413.607453,-104.666409
1505.120000,317.400000,1414.337656,-105.885671
1506.040000,319.240000,1415.587828,-104.035882
1506.040000,319.240000,1415.587828,-104.035882
1504.200000,320.160000,1413.954099,-102.620375
1506.960000,321.080000,1416.838000,-102.186092
1505.120000,321.080000,1415.030948,-101.793602
1504.200000,322.000000,1414.300745,-100.574340
1503.280000,321.080000,1413.223896,-101.401113
1500.520000,314.640000,1409.300058,-107.973499
1497.760000,326.600000,1408.842678,-94.085540
1460.960000,328.440000,1373.048284,-84.189712
1460.960000,345.920000,1376.341419,-64.752384
1460.960000,344.080000,1375.994773,-66.798418
1456.360000,345.000000,1371.650466,-64.794177
1449.000000,349.600000,1365.288873,-58.109132
1440.720000,319.240000,1351.437484,-90.102499
1439.800000,353.280000,1356.946905,-52.054615
1436.120000,345.920000,1351.946218,-59.453773
1423.240000,366.160000,1343.109958,-34.199966
1398.400000,364.320000,1318.368111,-30.947390
1425.080000,365.240000,1344.743687,-35.615473
1428.760000,389.160000,1352.864185,-9.802003
1427.840000,395.600000,1353.173920,-2.444637
1417.720000,407.560000,1345.488331,13.013281
1416.800000,405.720000,1344.238160,11.163491
1405.760000,429.640000,1337.902243,40.116878
1407.600000,437.000000,1341.095878,47.908527
1415.880000,425.040000,1346.974414,32.843099
1404.840000,448.040000,1340.465175,60.773469
1402.080000,470.120000,1341.914346,85.914618
1405.760000,466.440000,1344.835158,81.037570
1404.840000,471.960000,1344.971569,87.371918
1402.080000,491.280000,1345.900772,109.444015
1405.760000,494.960000,1350.208167,112.751105
1408.520000,497.720000,1353.438714,115.231423
1402.080000,519.800000,1351.273781,141.157551
1407.600000,521.640000,1357.041583,142.026117
1408.520000,527.160000,1358.985046,147.967976
1414.040000,527.160000,1364.406202,146.790507
1407.600000,552.000000,1362.761238,175.785687
1423.240000,551.080000,1377.947856,171.426508
1425.080000,547.400000,1379.061617,166.941949
1421.400000,575.920000,1380.820522,199.440464
1398.400000,558.440000,1354.939238,184.909256
1391.040000,544.640000,1345.111187,171.133956
1431.520000,568.560000,1389.372725,189.097632
1437.960000,578.680000,1397.603958,198.977109
1451.760000,585.120000,1412.370108,203.194557
1456.360000,609.040000,1421.394133,228.811782
1463.720000,617.320000,1430.182246,236.448979
1478.440000,621.000000,1445.331953,237.401131
1479.360000,627.440000,1447.448740,244.366007
1496.840000,622.840000,1463.749119,235.522269
1499.600000,631.120000,1468.019602,244.140690
1504.200000,644.000000,1474.963753,257.481708
1518.000000,645.840000,1488.863288,256.584070
1530.880000,637.560000,1499.952746,244.629487
1538.240000,645.840000,1508.740859,252.266684
1542.840000,646.760000,1513.431812,252.308477
1552.960000,646.760000,1523.370598,250.149784
1558.480000,656.880000,1530.698305,260.225505
1570.440000,661.480000,1543.310757,262.789408
1581.480000,655.040000,1552.939809,253.273350
1584.240000,661.480000,1556.863647,259.845736
1596.200000,662.400000,1568.782807,258.317571
1598.960000,667.000000,1572.360000,262.843922
1616.440000,659.640000,1588.140410,250.931132
